id,stable
27958,0
27963,1
27968,0
27979,1
27980,0
27987,0
27991,1
27993,0
28002,1
28007,1
28009,0
28014,0
28015,1
28020,0
28022,1
28023,0
28024,0
28025,1
28028,1
28055,0
28056,0
28066,0
28069,0
28074,0
28083,0
28084,0
28085,0
28089,1
28095,0
28103,0
28109,0
28113,1
28115,0
28116,1
28121,1
28126,0
28132,1
28133,0
28137,1
28138,1
28139,1
28141,0
28146,1
28151,1
28158,1
28162,1
28169,1
28175,0
28178,1
28191,1
28194,1
28206,0
28213,1
28220,1
28222,0
28227,0
28232,1
28239,1
28245,0
28254,1
28261,0
28264,0
28267,1
28268,0
28278,0
28280,1
28283,1
28287,1
28295,1
28298,0
28299,1
28303,1
28306,0
28307,1
28309,1
28314,0
28316,1
28319,0
28321,0
28329,0
28341,0
28344,1
28346,1
28347,0
28352,1
28357,1
28359,1
28361,0
28362,0
28365,1
28377,1
28379,0
28382,1
28394,0
28400,1
28401,1
28411,0
28419,0
28424,1
28425,1
28426,0
28432,1
28439,1
28440,0
28470,0
28471,0
28482,1
28489,0
28492,1
28498,1
28500,1
28513,1
28518,1
28523,1
28531,0
28534,0
28537,0
28539,1
28540,0
28545,1
28547,0
28553,1
28554,1
28562,1
28569,1
28571,1
28576,1
28580,1
28581,1
28582,1
28587,1
28593,1
28601,1
28604,1
28614,1
28615,0
28620,0
28626,1
28628,1
28631,0
28632,1
28645,1
28648,0
28649,1
28651,1
28652,1
28655,1
28657,1
28658,1
28659,1
28661,0
28666,1
28668,1
28674,0
28681,0
28693,0
28699,1
28700,1
28704,1
28711,0
28712,1
28713,0
28722,1
28725,1
28732,1
28734,0
28735,1
28742,0
28749,0
28753,0
28757,1
28758,0
28760,1
28764,0
28767,1
28768,0
28770,1
28774,1
28782,1
28786,1
28797,1
28798,1
28799,1
28806,0
28813,1
28818,0
28820,1
28830,1
28838,1
28840,0
28841,0
28851,1
28860,0
28863,1
28866,0
28867,1
28870,1
28874,0
28878,1
28892,1
28893,1
28896,0
28898,1
28903,0
28904,0
28908,1
28913,0
28914,1
28915,1
28921,1
28923,0
28931,0
28933,0
28935,0
28938,0
28947,0
28960,1
28962,1
28968,0
28969,0
28972,0
28985,1
28987,1
28988,1
28994,1
28997,1
29002,0
29013,1
29022,1
29029,0
29039,0
29047,1
29049,0
29055,0
29064,1
29068,1
29069,0
29072,1
29075,1
29078,0
29079,1
29083,1
29085,1
29089,0
29096,1
29101,0
29107,0
29108,0
29112,1
29118,0
29121,0
29125,1
29132,0
29137,1
29138,1
29142,1
29145,0
29153,1
29171,0
29180,1
29182,1
29184,1
29191,1
29196,1
29200,0
29214,1
29219,0
29224,1
29231,1
29233,1
29239,1
29247,1
29252,0
29253,1
29277,1
29280,1
29281,1
29288,1
29290,0
29298,0
29301,0
29305,0
29306,0
29311,1
29313,0
29322,0
29323,0
29326,0
29336,1
29341,1
29342,1
29343,1
29349,1
29370,1
29377,1
29379,1
29380,0
29381,1
29382,1
29387,1
29391,0
29392,1
29400,1
29401,0
29403,1
29406,0
29409,0
29411,1
29414,1
29415,0
29416,0
29423,1
29426,0
29430,1
29435,0
29440,0
29455,1
29459,0
29463,0
29474,0
29475,1
29481,1
29487,1
29488,1
29491,0
29492,1
29494,0
29495,0
29498,1
29499,1
29502,0
29508,1
29513,1
29515,1
29531,0
29532,0
29534,1
29542,0
29544,0
29553,1
29557,1
29559,0
29562,0
29570,1
29573,1
29576,1
29580,1
29586,0
29590,0
29592,1
29602,1
29603,0
29604,1
29612,1
29617,0
29622,1
29639,1
29644,0
29653,1
29654,1
29658,1
29665,1
29673,0
29674,0
29680,1
29683,1
29685,0
29686,1
29693,0
29694,1
29696,1
29698,1
29701,1
29709,0
29714,1
29715,1
29718,1
29719,1
29721,1
29723,1
29727,0
29732,0
29734,1
29737,0
29739,1
29744,1
29748,0
29751,0
29755,0
29761,0
29768,0
29769,0
29777,1
29781,1
29782,0
29786,1
29792,1
29797,0
29803,0
29805,0
29810,0
29813,0
29820,0
29823,0
29833,1
29840,0
29841,1
29856,1
29858,1
29864,1
29865,1
29868,0
29870,1
29871,1
29881,1
29887,0
29890,1
29894,1
29896,0
29903,0
29908,1
29918,1
29920,0
29924,0
29925,0
29933,0
29945,1
29946,0
29949,0
29951,1
29952,0
29962,1
29966,0
29972,0
29977,0
29980,1
29985,0
29989,0
30012,1
30014,1
30026,1
30035,1
30038,0
30042,0
30043,1
30051,1
30059,1
30064,1
30073,1
30080,0
30090,1
30091,0
30092,1
30095,1
30107,1
30124,1
30129,0
30133,0
30136,1
30143,0
30145,0
30149,0
30154,0
30156,0
30168,1
30171,0
30172,0
30173,1
30182,1
30183,0
30200,1
30210,0
30221,1
30228,1
30230,0
30238,1
30239,1
30242,0
30243,0
30245,1
30257,1
30258,0
30270,0
30271,1
30272,1
30275,0
30280,1
30287,0
30288,1
30298,1
30300,0
30315,1
30319,0
30321,1
30325,1
30327,0
30328,0
30330,1
30337,0
30345,1
30349,1
30351,1
30366,1
30369,1
30372,1
30385,1
30389,1
30394,1
30395,0
30399,1
30400,1
30402,0
30408,0
30409,0
30414,0
30419,0
30423,1
30426,0
30437,1
30444,0
30445,0
30451,0
30457,1
30461,1
30463,0
30465,1
30500,1
30507,1
30519,1
30524,1
30532,1
30540,1
30555,0
30556,1
30564,0
30570,1
30574,1
30578,1
30579,0
30584,0
30586,1
30588,0
30595,1
30596,0
30601,0
30603,0
30607,0
30608,1
30609,1
30627,1
30629,1
30633,0
30637,1
30650,1
30668,1
30672,1
30673,1
30685,1
30689,1
30696,1
30709,1
30711,0
30722,0
30726,1
30727,1
30733,0
30734,0
30735,0
30737,1
30743,0
30745,0
30748,1
30752,1
30754,0
30762,0
30764,1
30765,1
30776,0
30779,0
30784,1
30786,1
30789,0
30792,0
30796,1
30797,1
30799,1
30800,1
30814,1
30818,1
30823,0
30827,0
30829,0
30836,1
30837,1
30840,1
30842,1
30851,0
30860,1
30866,1
30875,0
30876,1
30877,1
30880,0
30884,1
30888,1
30893,1
30900,1
30905,1
30906,0
30915,0
30941,1
30952,1
30958,1
30959,1
30961,1
30963,0
30973,1
30974,1
30979,1
30983,0
30988,0
30991,1
31000,0
31001,1
31004,1
31008,1
31015,0
31017,1
31019,1
31033,1
31058,1
31061,1
31064,1
31071,0
31076,1
31079,0
31085,0
31088,0
31090,1
31091,1
31092,0
31095,0
31097,0
31100,0
31102,0
31107,0
31109,0
31113,1
31114,1
31129,1
31133,0
31134,0
31136,0
31139,1
31141,1
31145,1
31147,1
31152,1
31157,0
31167,0
31181,0
31187,1
31198,1
31199,0
31202,0
31211,1
31220,0
31221,0
31224,0
31225,0
31235,1
31236,0
31239,1
31241,1
31242,0
31243,1
31244,0
31246,1
31247,0
31248,0
31249,0
31266,0
31270,1
31273,0
31277,1
31280,1
31282,0
31294,1
31300,1
31303,0
31308,1
31309,1
31330,0
31340,1
31350,1
31351,0
31353,0
31356,1
31358,1
31362,1
31365,1
31366,1
31383,1
31385,1
31392,0
31393,0
31398,0
31399,1
31405,1
31407,1
31408,0
31410,1
31413,0
31416,0
31425,0
31426,0
31431,1
31432,0
31433,0
31434,0
31436,0
31437,0
31438,0
31441,1
31442,1
31445,1
31446,1
31447,0
31448,1
31449,1
31462,0
31467,1
31468,0
31481,1
31482,1
31485,0
31489,1
31490,1
31492,1
31500,1
31505,0
31513,0
31519,1
31521,1
31523,1
31524,1
31525,0
31532,0
31534,1
31536,0
31541,1
31546,1
31548,1
31555,0
31560,1
31569,0
31574,1
31576,0
31577,1
31598,1
31612,1
31613,1
31617,1
31620,0
31622,0
31627,1
31630,1
31632,1
31634,0
31653,1
31655,0
31657,1
31659,0
31660,0
31663,0
31671,0
31675,1
31681,1
31682,1
31687,0
31690,1
31691,1
31702,1
31704,0
31709,0
31711,1
31714,1
31717,1
31719,0
31720,0
31724,0
31725,1
31736,1
31739,0
31741,1
31743,0
31754,1
31755,1
31756,1
31759,1
31764,1
31766,0
31769,0
31774,0
31787,0
31788,1
31790,0
31804,1
31806,0
31812,0
31823,1
31825,1
31830,0
31835,1
31838,1
31844,0
31846,0
31852,1
31862,1
31875,0
31887,0
31888,1
31896,0
31900,1
31902,0
31904,0
31908,1
31913,0
31915,0
31916,1
31917,1
31922,1
31923,1
31926,0
31939,1
31942,0
31946,1
31953,0
31969,1
31988,1
31997,1
32000,0
32001,0
32004,0
32007,0
32015,1
32016,0
32042,0
32060,0
32067,1
32071,1
32075,0
32083,1
32085,1
32092,1
32101,1
32106,0
32109,1
32119,0
32121,1
32125,0
32126,1
32127,1
32129,0
32132,1
32136,0
32149,1
32173,0
32174,1
32178,0
32184,0
32187,0
32188,1
32190,1
32191,1
32195,1
32199,0
32203,1
32210,0
32211,1
32219,1
32226,1
32228,1
32231,1
32234,1
32236,0
32244,0
32247,0
32250,0
32252,1
32255,1
32256,1
32258,1
32264,0
32266,1
32268,0
32278,1
32279,1
32282,1
32288,0
32292,1
32297,1
32301,0
32307,0
32320,0
32322,0
32328,0
32335,0
32337,0
32342,0
32343,0
32347,1
32349,1
32351,0
32352,0
32353,0
32354,1
32355,0
32356,1
32363,0
32366,0
32370,0
32371,0
32377,1
32379,0
32384,1
32387,0
32389,0
32390,1
32393,1
32394,1
32397,1
32399,1
32402,1
32406,1
32408,0
32423,1
32425,1
32429,0
32439,1
32443,0
32447,0
32449,1
32451,0
32457,0
32466,1
32473,1
32482,0
32487,0
32490,1
32492,1
32493,1
32494,1
32495,1
32496,0
32501,1
32509,0
32510,1
32512,1
32513,1
32521,0
32523,0
32534,1
32539,0
32548,0
32554,1
32565,1
32568,1
32571,0
32574,1
32579,1
32585,1
32592,0
32594,1
32596,1
32608,0
32614,1
32617,0
32618,0
32619,1
32620,1
32621,1
32625,0
32628,0
32632,1
32633,1
32635,0
32639,0
32640,1
32641,1
32648,0
32649,1
32650,0
32655,1
32656,1
32660,0
32665,0
32670,1
32672,1
32683,0
32706,1
32707,0
32713,1
32714,0
32728,0
32755,1
32768,1
32771,0
32773,0
32779,1
32787,0
32788,1
32789,1
32793,1
32804,0
32808,1
32811,0
32817,1
32820,0
32830,1
32835,0
32849,1
32872,0
32877,0
32883,1
32894,1
32898,1
32900,0
32907,1
32914,1
32921,1
32934,0
32937,1
32938,1
32941,1
32944,1
32945,0
32947,1
32951,1
32952,1
32953,1
32962,1
32970,1
32975,1
32986,0
32991,0
32996,0
32999,0
33001,0
33013,1
33015,1
33021,0
33022,0
33033,1
33036,0
33041,1
33042,0
33044,0
33049,1
33053,0
33061,0
33062,0
33065,1
33067,1
33076,0
33082,0
33084,0
33091,0
33098,1
33100,0
33114,0
33118,0
33124,0
33130,0
33137,1
33139,1
33143,0
33149,1
33151,0
33156,1
33157,1
33160,0
33163,0
33165,1
33168,0
33169,1
33170,1
33178,1
33186,0
33192,1
33196,1
33202,0
33204,0
33209,1
33211,1
33212,1
33213,0
33217,0
33225,1
33227,1
33241,1
33246,1
33249,0
33255,0
33262,0
33263,0
33266,1
33271,1
33273,1
33280,0
33281,1
33290,1
33291,0
33292,0
33294,0
33311,1
33312,1
33316,1
33317,0
33324,0
33335,1
33341,1
33343,1
33349,1
33363,0
33367,0
33372,0
33380,0
33383,1
33394,1
33400,1
33402,0
33409,0
33410,0
33412,1
33414,1
33415,0
33418,1
33419,1
33422,1
33425,0
33433,0
33436,0
33443,1
33445,1
33455,1
33460,1
33464,1
33468,1
33473,0
33480,1
33488,1
33491,0
33498,0
33499,0
33506,0
33509,0
33514,1
33520,1
33523,1
33524,1
33530,1
33533,1
33537,0
33552,1
33554,1
33559,0
33561,0
33570,1
33582,1
33604,1
33606,0
33607,0
33609,0
33619,0
33630,1
33631,0
33647,1
33654,0
33655,0
33661,1
33673,0
33679,0
33689,1
33691,0
33697,1
33704,0
33713,1
33718,1
33724,0
33733,0
33735,0
33737,0
33738,0
33740,0
33741,0
33745,0
33747,1
33751,1
33768,1
33769,0
33777,0
33781,0
33782,0
33790,1
33792,1
33796,0
33809,1
33810,0
33814,1
33816,1
33821,1
33834,1
33835,0
33838,0
33839,1
33843,1
33851,1
33858,1
33863,0
33870,0
33875,1
33877,0
33894,0
33895,1
33900,1
33901,0
33903,1
33905,0
33907,1
33914,0
33920,1
33929,0
33931,0
33940,0
33942,1
33968,1
33975,1
33976,1
33987,1
33997,0
34002,1
34004,0
34010,1
34015,1
34021,0
34023,1
34033,0
34044,0
34052,1
34053,1
34054,0
34075,1
34076,1
34078,0
34079,0
34084,0
34085,0
34090,1
34091,1
34102,0
34108,1
34110,1
34111,1
34137,1
34139,1
34141,1
34144,0
34148,1
34149,1
34154,1
34160,1
34163,1
34165,0
34186,0
34193,0
34203,1
34206,0
34219,1
34223,0
34224,1
34225,1
34228,0
34230,1
34232,1
34248,0
34253,1
34256,0
34260,0
34274,0
34283,0
34284,0
34287,1
34288,1
34289,1
34292,0
34295,1
34301,0
34303,0
34311,1
34313,1
34314,0
34316,1
34324,0
34327,0
34333,0
34345,1
34352,1
34355,0
34368,0
34385,1
34394,1
34400,0
34402,0
34407,1
34424,1
34431,1
34441,1
34444,1
34449,1
34452,1
34454,0
34457,0
34460,0
34462,1
34463,0
34475,1
34477,0
34488,0
34490,0
34510,1
34511,1
34519,1
34521,1
34531,1
34534,1
34546,0
34547,1
34549,1
34554,1
34555,1
34561,1
34568,0
34573,0
34581,1
34583,0
34584,0
34586,0
34592,0
34594,1
34596,0
34601,1
34603,1
34611,0
34618,1
34626,0
34632,1
34636,0
34637,0
34638,0
34643,1
34646,0
34656,0
34659,1
34668,0
34672,0
34674,1
34676,1
34682,0
34687,1
34689,0
34691,0
34716,1
34722,0
34726,0
34728,1
34732,1
34733,0
34734,1
34737,0
34739,0
34744,1
34756,1
34761,0
34766,0
34770,0
34771,0
34773,0
34774,0
34775,1
34779,1
34780,0
34796,0
34800,1
34805,0
34810,1
34811,0
34815,1
34818,0
34822,0
34827,1
34830,0
34833,1
34835,1
34839,0
34844,0
34846,1
34866,1
34868,0
34872,1
34878,1
34883,1
34884,0
34885,0
34892,0
34902,1
34907,0
34910,1
34913,1
34914,0
34917,0
34921,1
34934,0
34935,0
34936,0
34938,0
34941,0
34946,0
34954,0
34958,1
34967,1
34975,1
34977,0
34990,0
34992,0
34993,0
34994,1
35017,0
35027,0
35042,0
35057,1
35058,0
35063,0
35080,1
35089,1
35099,1
35112,0
35114,1
35129,0
35133,0
35134,0
35135,0
35136,0
35137,0
35139,1
35142,0
35143,1
35144,1
35147,1
35156,1
35160,0
35164,0
35166,1
35170,1
35177,0
35179,0
35191,0
35200,0
35220,1
35229,0
35234,0
35250,0
35269,0
35270,1
35282,0
35283,1
35286,1
35287,1
35289,0
35290,1
35296,0
35299,1
35304,0
35312,0
35317,1
35322,1
35333,0
35335,0
35341,1
35349,1
35352,1
35368,0
35370,0
35374,0
35377,0
35403,1
35404,0
35405,1
35407,0
35413,0
35419,1
35421,0
35424,0
35428,0
35434,0
35440,1
35441,1
35442,0
35445,0
35446,0
35448,0
35452,0
35459,0
35463,0
35467,0
35479,1
35481,0
35482,1
35483,1
35486,1
35487,1
35490,1
35495,1
35509,1
35519,0
35521,1
35522,1
35527,1
35528,1
35530,1
35531,1
35536,1
35538,1
35542,0
35544,1
35548,1
35556,1
35584,1
35586,0
35590,0
35596,0
35616,1
35620,1
35621,1
35624,0
35626,1
35633,0
35638,1
35641,1
35644,0
35652,0
35654,1
35667,0
35680,1
35681,0
35683,1
35694,1
35699,0
35713,1
35718,1
35729,0
35730,0
35731,0
35735,0
35744,1
35747,1
35756,0
35759,0
35767,0
35779,0
35781,1
35785,1
35790,0
35795,0
35797,0
35804,0
35808,0
35810,0
35814,1
35815,0
35822,0
35824,1
35835,0
35844,0
35845,0
35846,0
35847,1
35871,1
35874,1
35876,1
35879,1
35896,0
35919,1
35926,0
35931,0
35935,1
35936,1
35937,0
35938,0
35947,0
35952,1
35955,1
35956,1
35960,0
35962,0
35963,1
35968,0
35971,0
35977,0
35979,1
35980,0
35982,0
35984,1
35986,1
35989,0
35992,1
36001,0
36002,0
36009,1
36019,0
36023,1
36026,1
36029,1
36031,1
36032,0
36036,1
36037,1
36040,0
36050,0
36061,0
36065,0
36073,0
36080,0
36084,0
36086,1
36089,0
36090,1
36093,0
36101,1
36105,1
36109,0
36119,0
36122,1
36124,1
36126,1
36128,1
36130,1
36135,1
36138,1
36140,1
36144,0
36146,0
36148,1
36161,0
36162,1
36165,1
36168,1
36182,1
36184,0
36187,0
36191,1
36194,0
36200,0
36204,1
36206,0
36217,1
36220,1
36221,0
36223,0
36226,1
36234,1
36238,1
36241,1
36251,0
36252,1
36254,1
36258,0
36262,1
36264,0
36267,0
36268,1
36269,1
36274,1
36279,0
36283,1
36284,1
36285,1
36286,0
36289,0
36291,1
36295,1
36299,1
36310,0
36311,0
36318,1
36320,1
36324,0
36328,0
36335,1
36342,0
36343,1
36361,1
36362,1
36364,1
36367,0
36371,1
36372,1
36387,0
36396,1
36415,0
36417,1
36433,0
36437,1
36442,1
36444,0
36454,0
36462,0
36479,0
36492,1
36493,1
36502,1
36503,0
36518,1
36522,1
36525,0
36527,1
36528,1
36529,0
36530,0
36536,1
36543,1
36544,0
36552,0
36553,1
36565,0
36567,0
36568,0
36572,0
36574,0
36580,0
36586,1
36593,0
36602,1
36612,0
36620,1
36625,1
36626,1
36628,0
36630,0
36639,0
36653,1
36662,0
36664,0
36667,1
36677,0
36681,0
36690,0
36691,0
36697,0
36702,0
36724,1
36729,1
36738,1
36739,1
36743,1
36750,0
36757,0
36761,0
36770,1
36775,1
36779,0
36790,1
36802,0
36807,1
36809,1
36819,1
36824,0
36830,0
36836,1
36838,0
36839,1
36847,0
36854,1
36856,1
36858,0
36859,1
36860,0
36864,1
36867,1
36870,0
36878,0
36880,0
36886,0
36906,1
36920,1
36921,0
36926,1
36934,0
36935,1
36943,1
36944,1
36954,0
36958,0
36967,1
36973,0
36978,1
36982,0
36983,0
36988,1
36992,0
36993,0
36996,0
36997,0
37000,0
37017,1
37021,1
37027,0
37036,0
37040,0
37042,1
37043,1
37055,1
37060,0
37065,0
37071,1
37079,0
37091,1
37097,0
37098,1
37102,0
37103,1
37105,0
37110,0
37112,1
37120,1
37121,0
37122,1
37132,1
37153,1
37159,0
37163,1
37174,0
37179,1
37180,1
37184,1
37185,0
37192,0
37193,0
37200,0
37201,1
37215,1
37221,0
37222,1
37223,1
37232,1
37237,1
37239,0
37242,1
37243,1
37245,1
37258,1
37264,1
37265,1
37269,0
37273,1
37280,1
37282,1
37285,0
37296,0
37306,0
37309,0
37313,1
37314,1
37316,0
37318,1
37328,1
37329,1
37333,0
37335,1
37345,0
37349,0
37351,0
37354,1
37360,0
37363,0
37364,1
37369,0
37373,1
37379,0
37390,0
37399,1
37401,0
37403,1
37417,0
37421,0
37429,0
37431,0
37432,0
37434,1
37446,0
37453,1
37458,0
37463,0
37467,1
37469,0
37470,1
37472,1
37475,0
37477,1
37481,1
37484,1
37487,1
37489,1
37493,0
37495,1
37496,0
37508,1
37513,0
37514,1
37520,1
37522,0
37530,1
37540,0
37541,0
37549,0
37551,1
37555,0
37561,0
37562,0
37565,1
37566,1
37567,0
37568,1
37572,1
37573,0
37575,0
37582,0
37584,0
37590,0
37597,1
37605,0
37611,0
37613,0
37615,1
37616,0
37621,0
37623,0
37627,1
37633,1
37640,1
37647,1
37648,1
37666,0
37672,0
37677,0
37679,1
37693,0
37697,1
37698,1
37699,0
37702,0
37703,0
37705,0
37717,1
37719,1
37723,1
37725,1
37726,1
37732,1
37734,1
37736,1
37737,0
37746,0
37747,0
37749,0
37751,1
37754,1
37755,0
37758,0
37765,0
37766,1
37768,0
37770,0
37773,1
37778,0
37780,1
37792,1
37794,0
37816,1
37828,1
37829,1
37830,0
37836,1
37851,0
37853,0
37854,0
37857,1
37858,0
37868,1
37877,1
37879,0
37880,0
37884,1
37890,1
37891,1
37893,1
37906,0
37908,1
37912,0
37914,0
37916,1
37919,0
37922,1
37924,1
37926,1
37929,1
37932,1
37936,1
37938,0
37948,0
37950,0
37952,1
37963,1
37971,1
37976,1
37983,1
37990,1
37994,0
37998,1
37999,0
38009,1
38012,1
38013,1
38020,1
38030,0
38042,0
38043,1
38045,0
38054,1
38062,1
38063,1
38078,0
38080,0
38084,1
38087,1
38088,0
38093,0
38096,0
38104,0
38110,0
38131,1
38139,1
38142,0
38143,1
38146,1
38148,1
38163,1
38179,0
38189,1
38190,1
38191,0
38196,1
38201,0
38202,1
38205,0
38217,0
38220,0
38236,0
38245,1
38257,1
38266,1
38271,0
38275,1
38280,1
38285,0
38292,1
38301,0
38307,0
38310,1
38324,1
38328,1
38337,0
38343,1
38350,1
38354,0
38356,0
38361,0
38364,1
38365,1
38367,0
38389,1
38391,0
38395,0
38400,1
38406,1
38414,0
38418,1
38454,0
38455,1
38458,0
38461,1
38464,0
38468,0
38473,0
38474,0
38486,0
38487,0
38489,0
38499,0
38500,0
38501,1
38503,1
38504,1
38508,0
38512,1
38516,1
38522,1
38525,1
38530,0
38535,1
38541,0
38546,1
38554,1
38555,0
38558,0
38569,1
38576,1
38579,0
38580,1
38582,1
38586,1
38588,0
38590,0
38606,0
38608,0
38611,0
38617,0
38649,0
38652,0
38653,0
38663,1
38667,0
38668,1
38677,0
38682,1
38693,0
38704,1
38707,0
38733,0
38740,0
38742,1
38746,1
38748,0
38753,1
38757,1
38764,0
38772,0
38773,0
38776,0
38777,0
38780,1
38787,1
38788,1
38804,1
38809,1
38814,0
38817,1
38835,0
38843,0
38850,1
38852,1
38853,1
38859,1
38863,0
38866,0
38869,1
38871,1
38881,0
38890,1
38891,0
38893,1
38901,0
38902,1
38903,1
38912,1
38923,1
38924,1
38927,1
38930,1
38932,1
38933,1
38934,0
38937,1
38946,0
38947,1
38953,0
38954,1
38968,0
38969,1
38970,1
38973,0
38987,0
38995,0
39011,0
39018,1
39026,0
39028,0
39031,0
39035,1
39039,0
39040,1
39050,1
39059,0
39070,0
39079,1
39082,1
39095,0
39105,1
39106,1
39109,0
39113,0
39117,0
39121,1
39132,1
39142,0
39146,0
39149,0
39157,0
39163,1
39168,1
39170,1
39175,0
39181,1
39183,1
39184,0
39185,1
39190,0
39194,0
39212,1
39213,1
39217,1
39218,0
39227,1
39231,0
39241,1
39245,1
39270,1
39271,0
39285,1
39288,0
39293,0
39295,1
39296,1
39299,0
39302,1
39312,1
39328,0
39331,0
39332,1
39336,0
39340,1
39353,1
39357,1
39363,1
39365,1
39386,0
39392,0
39400,0
39406,1
39408,0
39416,1
39418,1
39432,0
39438,1
39440,1
39443,0
39455,1
39456,1
39458,1
39471,0
39473,0
39474,0
39483,0
39484,1
39490,0
39497,1
39498,0
39502,1
39504,1
39517,1
39519,0
39524,0
39534,1
39539,1
39542,0
39545,0
39550,1
39551,1
39552,1
39554,0
39558,0
39559,1
39563,1
39567,1
39569,1
39584,1
39585,0
39586,1
39590,0
39602,0
39609,1
39615,0
39616,1
39619,0
39625,1
39636,1
39640,1
39645,0
39646,0
39648,1
39649,1
39655,0
39661,0
39667,1
39682,1
39688,0
39692,1
39694,1
39709,0
39716,0
39725,1
39736,0
39742,0
39743,1
39751,1
39766,1
39770,1
39779,1
39788,0
39790,0
39796,0
39800,0
39805,0
39813,0
39814,0
39829,0
39830,1
39831,1
39840,1
39842,1
39858,0
39859,1
39863,1
39869,1
39873,1
39875,0
39876,1
39879,1
39882,0
39883,1
39885,1
39890,0
39898,0
39899,0
39900,0
39908,1
39910,0
39911,1
39915,0
39926,1
39931,1
39939,1
39940,0
39942,1
39944,0
39952,0
39957,1
39961,1
39967,0
39976,0
39979,0
39980,0
39989,1
39992,1
40003,0
40010,1
40012,0
40013,1
40019,0
40020,0
40022,0
40029,1
40033,1
40036,0
40043,0
40045,0
40048,0
40053,1
40065,1
40069,1
40080,1
40082,1
40088,1
40090,1
40091,1
40094,1
40099,1
40101,1
40103,0
40104,0
40123,1
40126,0
40133,1
40137,0
40145,1
40149,1
40152,0
40157,1
40164,0
40171,0
40172,0
40176,0
40179,0
40185,0
40190,1
40191,0
40195,1
40197,0
40204,1
40205,1
40206,1
40212,0
40217,0
40218,0
40219,0
40225,0
40226,1
40229,0
40231,1
40232,1
40235,0
40242,0
40247,0
40264,0
40270,0
40271,0
40274,0
40275,1
40279,0
40282,0
40288,0
40293,1
40296,1
40298,1
40300,0
40310,0
40316,0
40323,1
40326,1
40328,0
40341,1
40342,1
40343,0
40348,0
40363,1
40369,1
40374,0
40375,1
40392,1
40398,1
40399,0
40405,1
40406,0
40407,0
40409,0
40414,0
40417,1
40419,1
40424,0
40426,1
40428,1
40448,1
40454,1
40470,0
40475,0
40476,0
40480,1
40482,1
40483,1
40486,1
40488,0
40494,0
40497,1
40498,1
40500,1
40505,0
40507,1
40508,1
40510,0
40528,0
40530,0
40533,1
40538,0
40539,1
40543,0
40546,1
40551,1
40560,0
40561,0
40568,1
40570,1
40577,1
40590,0
40593,1
40600,0
40608,0
40616,0
40621,1
40623,1
40624,0
40634,0
40637,1
40640,1
40641,0
40655,0
40663,1
40668,1
40678,0
40681,1
40683,0
40695,1
40699,1
40701,1
40705,1
40707,0
40708,1
40710,1
40711,1
40713,1
40714,1
40722,0
40736,1
40743,0
40746,1
40752,1
40755,1
40757,1
40775,0
40776,1
40778,1
40780,1
40784,0
40789,1
40798,1
40805,1
40808,1
40809,0
40827,1
40829,1
40830,0
40833,1
40836,1
40838,0
40845,1
40852,0
40863,0
40868,0
40874,1
40875,0
40882,1
40884,1
40888,1
40893,0
40900,0
40913,1
40922,1
40926,1
40949,1
40953,1
40956,0
40959,1
40960,0
40961,0
40964,0
40975,1
40980,1
40981,1
40983,1
40984,0
40987,0
41011,0
41012,1
41017,0
41019,1
41024,0
41033,0
41041,1
41042,1
41057,1
41058,1
41062,0
41064,1
41065,0
41066,0
41072,0
41075,1
41078,0
41081,1
41088,1
41104,0
41111,1
41121,1
41122,0
41130,0
41140,1
41143,0
41150,1
41158,1
41179,0
41184,1
41185,1
41195,1
41209,1
41211,1
41213,0
41218,1
41219,1
41227,0
41228,0
41229,0
41245,0
41250,1
41255,0
41258,0
41264,1
41267,0
41268,1
41275,1
41277,1
41280,1
41285,1
41287,0
41292,0
41297,0
41299,0
41306,0
41313,1
41316,1
41332,1
41335,1
41336,1
41345,1
41347,0
41348,1
41352,1
41354,1
41355,1
41356,1
41358,0
41362,1
41364,1
41370,0
41372,0
41373,1
41376,1
41380,1
41381,1
41388,1
41389,1
41396,1
41397,0
41406,0
41408,1
41417,0
41420,1
41432,1
41439,1
41444,1
41448,1
41450,0
41455,0
41463,1
41478,1
41492,0
41498,0
41501,0
41511,1
41513,0
41519,1
41521,0
41523,1
41525,0
41530,0
41531,1
41536,1
41537,1
41551,0
41555,0
41559,1
41563,0
41571,1
41572,0
41578,0
41584,0
41600,1
41607,1
41608,1
41610,0
41618,0
41619,1
41620,1
41629,0
41634,1
41637,1
41640,1
41644,0
41656,1
41658,1
41659,1
41675,1
41682,1
41683,1
41689,1
41691,0
41697,0
41700,0
41706,0
41716,1
41717,1
41722,1
41723,0
41728,0
41733,1
41744,1
41745,0
41751,0
41752,0
41757,0
41760,1
41762,1
41770,1
41771,0
41772,1
41785,0
41790,0
41793,1
41805,0
41820,1
41821,0
41834,0
41842,1
41843,0
41844,0
41849,1
41862,1
41867,0
41869,0
41870,0
41871,0
41874,1
41876,1
41881,0
41884,1
41895,1
41898,1
41899,0
41903,1
41905,1
41914,0
41916,0
41917,0
41920,1
41925,1
41927,1
41930,1
41932,1
41934,1
41936,1
41937,0
41942,1
41947,1
41950,1
41955,0
41958,0
41961,0
41962,0
41965,0
41966,1
41972,0
41975,0
41980,0
41981,1
41987,0
41988,0
41989,0
41990,0
41992,1
41994,0
42010,1
